year,quarter,year-quarter,gdp,cpi,unemployment_rate,gdp_growth,cpi_growth,unemployment_change,gdp_yoy,cpi_yoy,unemployment_yoy_change,gdp_rolling_mean_4q,cpi_rolling_mean_4q,unemployment_rolling_mean_4q,gdp_volatility_4q,cpi_volatility_4q,unemployment_volatility_4q,gdp_growth_lag1,gdp_growth_lag2,cpi_growth_lag1,unemployment_change_lag1,covid_flag,recession_flag,high_growth_flag
1992,3,1992Q3,6566.641,140.79999999999998,7.633333333333333,0.014817108894267905,0.007633587786259444,0.03333333333333233,0.058122407623538486,0.030746705710102518,0.7666666666666657,0.014228264773853083,0.007599751267016952,7.425000000000001,0.003304205824671346,0.0006254151199488633,0.1067187372905472,0.016919577903984573,0.01573331800898381,0.007692307692307665,0.2333333333333334,False,False,False
1992,4,1992Q4,6680.803,142.03333333333333,7.366666666666667,0.017385144094218097,0.008759469696969724,-0.2666666666666657,0.06644749654404003,0.031219748305905126,0.2666666666666666,0.016213787225363596,0.00771543616319692,7.491666666666667,0.0011621500799067323,0.0008122125259715405,0.24494897427831708,0.014817108894267905,0.016919577903984573,0.007633587786259444,0.03333333333333233,False,False,False
1993,1,1993Q1,6729.459,143.0666666666667,7.133333333333333,0.0072829568541386,0.007275287491199434,-0.23333333333333428,0.05757522038779195,0.03173076923076956,-0.23333333333333428,0.014101196936652294,0.007840163166684067,7.433333333333334,0.004680758769136995,0.0006399853265195001,0.23629078131262993,0.017385144094218097,0.014817108894267905,0.008759469696969724,-0.2666666666666657,False,False,False
1993,2,1993Q2,6808.939,144.1,7.066666666666666,0.011810756258415545,0.007222739981360471,-0.06666666666666643,0.052262152083146995,0.03125,-0.5333333333333341,0.012823991525260037,0.007722771238947268,7.299999999999999,0.004339982355436512,0.000714835725688504,0.14142135623730848,0.0072829568541386,0.017385144094218097,0.007275287491199434,-0.23333333333333428,False,False,False
1993,3,1993Q3,6882.098,144.76666666666668,6.8,0.010744552124787754,0.004626416840157521,-0.2666666666666666,0.048039324823756946,0.02817234848484862,-0.833333333333333,0.011805852332889999,0.006970978502421787,7.091666666666666,0.00419171652388918,0.0017177172782565473,0.09574271077563296,0.011810756258415545,0.0072829568541386,0.007222739981360471,-0.06666666666666643,False,False,False
1993,4,1993Q4,7013.738,145.96666666666667,6.633333333333333,0.019127888036468033,0.00828920101312458,-0.16666666666666696,0.049834578268510565,0.027693029805210045,-0.7333333333333343,0.012241538318452483,0.006853411331460502,6.908333333333333,0.004981160621927466,0.0015636900396242166,0.088191710368819,0.010744552124787754,0.011810756258415545,0.004626416840157521,-0.2666666666666666,False,False,False
1994,1,1994Q1,7115.652,146.70000000000002,6.566666666666666,0.014530625466762537,0.005023978077186575,-0.06666666666666643,0.057388417107526735,0.025396085740913232,-0.5666666666666664,0.014053455471608467,0.006290583977957287,6.766666666666667,0.0037397013329516023,0.0017547200762839108,0.09574271077563308,0.019127888036468033,0.010744552124787754,0.00828920101312458,-0.16666666666666696,False,False,False
1994,2,1994Q2,7246.931,147.53333333333333,6.2,0.018449328325780945,0.005680527152919668,-0.36666666666666625,0.06432602788775155,0.0238260467268101,-0.8666666666666663,0.015713098488449817,0.005905030770847086,6.550000000000001,0.003882972950151867,0.0016478043018295567,0.1290994448735798,0.014530625466762537,0.019127888036468033,0.005023978077186575,-0.06666666666666643,False,False,False
1994,3,1994Q3,7331.075,148.9,6.0,0.011610984015164583,0.009263443289652118,-0.20000000000000018,0.06523839096740547,0.02855169237854005,-0.7999999999999998,0.015929706461044024,0.007064287383220735,6.35,0.003520684162855494,0.0020342365104029244,0.12472191289246393,0.018449328325780945,0.014530625466762537,0.005680527152919668,-0.36666666666666625,False,False,False
1994,4,1994Q4,7455.288,149.76666666666668,5.633333333333333,0.016943354146561118,0.005820461159615098,-0.36666666666666714,0.06295501770952949,0.026033340945421424,-1.0,0.015383572988567296,0.006447102419843365,6.1,0.002988406492077848,0.001909395689609424,0.1452966314513553,0.011610984015164583,0.018449328325780945,0.009263443289652118,-0.20000000000000018,False,False,False
1995,1,1995Q1,7522.289,150.86666666666667,5.466666666666666,0.008987043827146657,0.007344758513242677,-0.16666666666666696,0.05714683629834627,0.028402635764598783,-1.1000000000000005,0.013997677578663326,0.00702729752885739,5.825,0.004445858056470811,0.0016704663827562798,0.10671873729054658,0.016943354146561118,0.011610984015164583,0.005820461159615098,-0.36666666666666714,False,False,False
1995,2,1995Q2,7580.997,152.1,5.666666666666667,0.007804539283188916,0.008174988952717621,0.20000000000000107,0.04609758254908192,0.030953456845910443,-0.5333333333333332,0.011336480318015318,0.007650912978806879,5.691666666666666,0.0040623000753717605,0.0014513435211316707,0.23882428066894118,0.008987043827146657,0.016943354146561118,0.007344758513242677,-0.16666666666666696,False,False,False
1995,3,1995Q3,7683.125,152.86666666666667,5.666666666666667,0.01347157900207585,0.00504054350208194,0.0,0.04802160665386723,0.026639802999776085,-0.33333333333333304,0.011801629064743135,0.006595188031914334,5.608333333333333,0.004208114636892821,0.0014229954552106097,0.24113927126900814,0.007804539283188916,0.008987043827146657,0.008174988952717621,0.20000000000000107,False,False,False
1995,4,1995Q4,7772.586,153.70000000000002,5.566666666666666,0.011643829821849971,0.005451373746184096,-0.10000000000000053,0.042560126449843416,0.026263075895837984,-0.06666666666666643,0.010476747983565349,0.006502916178556584,5.591666666666666,0.0025619660847810495,0.0014998667952565957,0.1598610507770908,0.01347157900207585,0.007804539283188916,0.00504054350208194,0.0,False,False,False
1996,1,1996Q1,7868.468,155.06666666666666,5.533333333333334,0.012335920117191312,0.00889178052483186,-0.03333333333333233,0.04602043340796924,0.02783915156871397,0.0666666666666682,0.011313967056076513,0.006889671681453879,5.608333333333333,0.0024579510509093678,0.001927732371024739,0.1290994448735805,0.011643829821849971,0.01347157900207585,0.005451373746184096,-0.10000000000000053,False,False,False
